term,draw_time,draw_result,front_numbers,back_numbers
10050,2010-05-03 21:30:00,"01,07,10,15,21,28,29|08","['01', '07', '10', '15', '21', '28', '29']",['08']
10049,2010-04-30 21:30:00,"03,10,14,17,23,29,30|21","['03', '10', '14', '17', '23', '29', '30']",['21']
10048,2010-04-28 21:30:00,"01,04,11,22,23,27,29|18","['01', '04', '11', '22', '23', '27', '29']",['18']
10047,2010-04-26 21:30:00,"09,10,13,14,16,20,29|30","['09', '10', '13', '14', '16', '20', '29']",['30']
10046,2010-04-23 21:30:00,"03,09,12,13,15,26,27|29","['03', '09', '12', '13', '15', '26', '27']",['29']
10045,2010-04-21 21:30:00,"07,11,14,16,22,26,27|04","['07', '11', '14', '16', '22', '26', '27']",['04']
10044,2010-04-19 21:30:00,"01,02,04,12,17,21,25|28","['01', '02', '04', '12', '17', '21', '25']",['28']
10043,2010-04-16 21:30:00,"02,04,07,14,15,23,30|10","['02', '04', '07', '14', '15', '23', '30']",['10']
10042,2010-04-14 21:30:00,"04,11,18,22,23,27,28|03","['04', '11', '18', '22', '23', '27', '28']",['03']
10041,2010-04-12 21:30:00,"06,08,10,11,14,27,29|18","['06', '08', '10', '11', '14', '27', '29']",['18']
10040,2010-04-09 21:30:00,"02,07,13,14,16,18,20|29","['02', '07', '13', '14', '16', '18', '20']",['29']
10039,2010-04-07 21:30:00,"01,04,06,10,12,19,22|28","['01', '04', '06', '10', '12', '19', '22']",['28']
10038,2010-04-05 21:30:00,"11,12,16,20,21,28,30|24","['11', '12', '16', '20', '21', '28', '30']",['24']
10037,2010-04-02 21:30:00,"01,03,10,15,26,27,29|06","['01', '03', '10', '15', '26', '27', '29']",['06']
10036,2010-03-31 21:30:00,"07,12,14,18,20,22,27|17","['07', '12', '14', '18', '20', '22', '27']",['17']
10035,2010-03-29 21:30:00,"01,02,07,11,22,27,29|23","['01', '02', '07', '11', '22', '27', '29']",['23']
10034,2010-03-26 21:30:00,"01,04,06,07,09,12,29|19","['01', '04', '06', '07', '09', '12', '29']",['19']
10033,2010-03-24 21:30:00,"02,08,13,16,17,24,25|03","['02', '08', '13', '16', '17', '24', '25']",['03']
10032,2010-03-22 21:30:00,"08,12,19,22,24,25,28|30","['08', '12', '19', '22', '24', '25', '28']",['30']
10031,2010-03-19 21:30:00,"04,06,09,10,15,19,20|25","['04', '06', '09', '10', '15', '19', '20']",['25']
10030,2010-03-17 21:30:00,"02,06,12,21,22,25,29|04","['02', '06', '12', '21', '22', '25', '29']",['04']
10029,2010-03-15 21:30:00,"06,12,13,18,23,27,30|15","['06', '12', '13', '18', '23', '27', '30']",['15']
10028,2010-03-12 21:30:00,"05,10,13,16,17,23,29|01","['05', '10', '13', '16', '17', '23', '29']",['01']
10027,2010-03-10 21:30:00,"01,04,09,15,26,28,29|25","['01', '04', '09', '15', '26', '28', '29']",['25']
10026,2010-03-08 21:30:00,"06,08,12,14,16,20,30|11","['06', '08', '12', '14', '16', '20', '30']",['11']
10025,2010-03-05 21:30:00,"04,05,14,15,17,22,23|01","['04', '05', '14', '15', '17', '22', '23']",['01']
10024,2010-03-03 21:30:00,"03,05,06,18,20,23,25|15","['03', '05', '06', '18', '20', '23', '25']",['15']
10023,2010-03-01 21:30:00,"02,11,13,16,19,20,23|17","['02', '11', '13', '16', '19', '20', '23']",['17']
10022,2010-02-26 21:30:00,"08,09,10,17,19,22,28|20","['08', '09', '10', '17', '19', '22', '28']",['20']
10021,2010-02-24 21:30:00,"01,03,05,09,12,16,22|04","['01', '03', '05', '09', '12', '16', '22']",['04']
10020,2010-02-22 21:30:00,"03,08,14,15,17,21,22|05","['03', '08', '14', '15', '17', '21', '22']",['05']
10019,2010-02-12 21:30:00,"01,03,08,12,14,17,22|13","['01', '03', '08', '12', '14', '17', '22']",['13']
10018,2010-02-10 21:30:00,"05,10,11,20,26,28,30|12","['05', '10', '11', '20', '26', '28', '30']",['12']
10017,2010-02-08 21:30:00,"01,03,04,06,10,27,30|18","['01', '03', '04', '06', '10', '27', '30']",['18']
10016,2010-02-05 21:30:00,"02,15,18,19,25,26,27|24","['02', '15', '18', '19', '25', '26', '27']",['24']
10015,2010-02-03 21:30:00,"06,07,10,15,18,26,30|12","['06', '07', '10', '15', '18', '26', '30']",['12']
10014,2010-02-01 21:30:00,"06,07,17,18,21,24,28|10","['06', '07', '17', '18', '21', '24', '28']",['10']
10013,2010-01-29 21:30:00,"02,06,09,13,18,19,23|24","['02', '06', '09', '13', '18', '19', '23']",['24']
10012,2010-01-27 21:30:00,"11,17,18,20,23,26,29|01","['11', '17', '18', '20', '23', '26', '29']",['01']
10011,2010-01-25 21:30:00,"02,06,09,14,21,23,27|26","['02', '06', '09', '14', '21', '23', '27']",['26']
10010,2010-01-22 21:30:00,"02,10,11,19,21,25,30|06","['02', '10', '11', '19', '21', '25', '30']",['06']
10009,2010-01-20 21:30:00,"02,06,07,08,12,20,25|10","['02', '06', '07', '08', '12', '20', '25']",['10']
10008,2010-01-18 21:30:00,"04,10,14,18,19,21,22|05","['04', '10', '14', '18', '19', '21', '22']",['05']
10007,2010-01-15 21:30:00,"10,11,12,19,20,24,28|22","['10', '11', '12', '19', '20', '24', '28']",['22']
10006,2010-01-13 21:30:00,"03,05,06,10,13,20,22|24","['03', '05', '06', '10', '13', '20', '22']",['24']
10005,2010-01-11 21:30:00,"04,06,08,13,17,22,27|16","['04', '06', '08', '13', '17', '22', '27']",['16']
10004,2010-01-08 21:30:00,"02,05,08,14,21,23,28|20","['02', '05', '08', '14', '21', '23', '28']",['20']
10003,2010-01-06 21:30:00,"04,05,07,13,16,22,24|26","['04', '05', '07', '13', '16', '22', '24']",['26']
10002,2010-01-04 21:30:00,"02,05,11,15,16,23,25|07","['02', '05', '11', '15', '16', '23', '25']",['07']
10001,2010-01-01 21:30:00,"02,10,11,15,16,20,27|04","['02', '10', '11', '15', '16', '20', '27']",['04']
09153,2009-12-30 20:45:00,"05,07,11,12,13,21,22|01","['05', '07', '11', '12', '13', '21', '22']",['01']
09152,2009-12-28 20:45:00,"08,11,17,20,21,26,28|10","['08', '11', '17', '20', '21', '26', '28']",['10']
09151,2009-12-25 20:45:00,"05,12,15,20,24,25,27|06","['05', '12', '15', '20', '24', '25', '27']",['06']
09150,2009-12-23 20:45:00,"01,10,11,12,14,16,21|20","['01', '10', '11', '12', '14', '16', '21']",['20']
09149,2009-12-21 20:45:00,"09,10,17,18,25,29,30|05","['09', '10', '17', '18', '25', '29', '30']",['05']
09148,2009-12-18 20:45:00,"02,05,07,08,09,10,12|16","['02', '05', '07', '08', '09', '10', '12']",['16']
09147,2009-12-16 20:45:00,"07,08,11,18,20,26,30|25","['07', '08', '11', '18', '20', '26', '30']",['25']
09146,2009-12-14 20:45:00,"03,04,06,12,15,17,29|21","['03', '04', '06', '12', '15', '17', '29']",['21']
09145,2009-12-11 20:45:00,"05,10,12,14,19,20,30|28","['05', '10', '12', '14', '19', '20', '30']",['28']
09144,2009-12-09 20:45:00,"02,03,06,15,19,23,25|04","['02', '03', '06', '15', '19', '23', '25']",['04']
09143,2009-12-07 20:45:00,"04,07,09,11,18,22,26|08","['04', '07', '09', '11', '18', '22', '26']",['08']
09142,2009-12-04 20:45:00,"06,07,08,10,19,22,26|18","['06', '07', '08', '10', '19', '22', '26']",['18']
09141,2009-12-02 20:45:00,"06,10,11,13,17,22,30|29","['06', '10', '11', '13', '17', '22', '30']",['29']
09140,2009-11-30 20:45:00,"07,10,14,17,18,19,20|01","['07', '10', '14', '17', '18', '19', '20']",['01']
09139,2009-11-27 20:45:00,"01,02,03,10,16,26,29|19","['01', '02', '03', '10', '16', '26', '29']",['19']
09138,2009-11-25 20:45:00,"05,09,13,15,22,24,30|17","['05', '09', '13', '15', '22', '24', '30']",['17']
09137,2009-11-23 20:45:00,"03,05,11,15,19,27,30|18","['03', '05', '11', '15', '19', '27', '30']",['18']
09136,2009-11-20 20:45:00,"02,04,05,17,21,22,25|24","['02', '04', '05', '17', '21', '22', '25']",['24']
09135,2009-11-18 20:45:00,"01,06,09,24,27,29,30|25","['01', '06', '09', '24', '27', '29', '30']",['25']
09134,2009-11-16 20:45:00,"02,07,09,19,25,26,30|13","['02', '07', '09', '19', '25', '26', '30']",['13']
09133,2009-11-13 20:45:00,"02,04,06,20,22,23,29|07","['02', '04', '06', '20', '22', '23', '29']",['07']
09132,2009-11-11 20:45:00,"02,08,11,13,18,22,23|26","['02', '08', '11', '13', '18', '22', '23']",['26']
09131,2009-11-09 20:45:00,"07,08,13,18,21,26,27|25","['07', '08', '13', '18', '21', '26', '27']",['25']
09130,2009-11-06 20:45:00,"02,17,18,19,23,25,30|14","['02', '17', '18', '19', '23', '25', '30']",['14']
09129,2009-11-04 20:45:00,"01,06,10,21,23,27,28|05","['01', '06', '10', '21', '23', '27', '28']",['05']
09128,2009-11-02 20:45:00,"01,09,10,12,18,23,25|08","['01', '09', '10', '12', '18', '23', '25']",['08']
09127,2009-10-30 20:45:00,"03,04,15,18,24,29,30|28","['03', '04', '15', '18', '24', '29', '30']",['28']
09126,2009-10-28 20:45:00,"06,07,14,15,18,29,30|23","['06', '07', '14', '15', '18', '29', '30']",['23']
09125,2009-10-26 20:45:00,"04,07,08,19,22,24,26|17","['04', '07', '08', '19', '22', '24', '26']",['17']
09124,2009-10-23 20:45:00,"03,10,11,15,20,26,28|29","['03', '10', '11', '15', '20', '26', '28']",['29']
09123,2009-10-21 20:45:00,"04,06,09,21,25,26,30|16","['04', '06', '09', '21', '25', '26', '30']",['16']
09122,2009-10-19 20:45:00,"03,04,05,10,15,20,27|08","['03', '04', '05', '10', '15', '20', '27']",['08']
09121,2009-10-16 20:45:00,"06,11,14,16,17,21,26|28","['06', '11', '14', '16', '17', '21', '26']",['28']
09120,2009-10-14 20:45:00,"01,04,06,10,16,19,28|07","['01', '04', '06', '10', '16', '19', '28']",['07']
09119,2009-10-12 20:45:00,"01,03,05,09,10,20,24|12","['01', '03', '05', '09', '10', '20', '24']",['12']
09118,2009-10-09 20:45:00,"06,12,16,18,20,23,29|21","['06', '12', '16', '18', '20', '23', '29']",['21']
09117,2009-10-07 20:45:00,"01,06,12,15,21,22,29|03","['01', '06', '12', '15', '21', '22', '29']",['03']
09116,2009-10-05 20:45:00,"04,06,08,16,21,25,27|20","['04', '06', '08', '16', '21', '25', '27']",['20']
09115,2009-10-02 20:45:00,"01,02,03,06,14,29,30|23","['01', '02', '03', '06', '14', '29', '30']",['23']
09114,2009-09-30 20:45:00,"01,10,12,26,28,29,30|14","['01', '10', '12', '26', '28', '29', '30']",['14']
09113,2009-09-28 20:45:00,"05,08,14,20,22,26,28|13","['05', '08', '14', '20', '22', '26', '28']",['13']
09112,2009-09-25 20:45:00,"07,10,11,14,17,25,27|02","['07', '10', '11', '14', '17', '25', '27']",['02']
09111,2009-09-23 20:45:00,"04,06,09,11,19,22,26|12","['04', '06', '09', '11', '19', '22', '26']",['12']
09110,2009-09-21 20:45:00,"08,11,12,16,24,26,29|18","['08', '11', '12', '16', '24', '26', '29']",['18']
09109,2009-09-18 20:45:00,"02,15,19,21,23,26,29|16","['02', '15', '19', '21', '23', '26', '29']",['16']
09108,2009-09-16 20:45:00,"06,07,11,13,15,20,26|17","['06', '07', '11', '13', '15', '20', '26']",['17']
09107,2009-09-14 20:45:00,"02,04,05,19,22,23,28|13","['02', '04', '05', '19', '22', '23', '28']",['13']
09106,2009-09-11 20:45:00,"02,09,11,21,23,27,28|15","['02', '09', '11', '21', '23', '27', '28']",['15']
09105,2009-09-09 20:45:00,"08,12,19,21,24,28,29|03","['08', '12', '19', '21', '24', '28', '29']",['03']
09104,2009-09-07 20:45:00,"02,07,15,21,25,27,29|14","['02', '07', '15', '21', '25', '27', '29']",['14']
09103,2009-09-04 20:45:00,"01,06,19,20,23,24,29|15","['01', '06', '19', '20', '23', '24', '29']",['15']
09102,2009-09-02 20:45:00,"04,09,12,14,15,17,21|08","['04', '09', '12', '14', '15', '17', '21']",['08']
09101,2009-08-31 20:45:00,"01,07,09,15,21,25,27|23","['01', '07', '09', '15', '21', '25', '27']",['23']
09100,2009-08-28 20:45:00,"10,14,16,19,23,25,26|01","['10', '14', '16', '19', '23', '25', '26']",['01']
09099,2009-08-26 20:45:00,"03,04,05,06,07,27,28|26","['03', '04', '05', '06', '07', '27', '28']",['26']
09098,2009-08-24 20:45:00,"04,05,10,12,17,19,24|29","['04', '05', '10', '12', '17', '19', '24']",['29']
09097,2009-08-21 20:45:00,"09,11,13,16,18,20,28|30","['09', '11', '13', '16', '18', '20', '28']",['30']
09096,2009-08-19 20:45:00,"01,02,07,08,12,19,30|10","['01', '02', '07', '08', '12', '19', '30']",['10']
09095,2009-08-17 20:45:00,"07,10,12,13,16,18,27|22","['07', '10', '12', '13', '16', '18', '27']",['22']
09094,2009-08-14 20:45:00,"07,14,18,22,23,25,30|04","['07', '14', '18', '22', '23', '25', '30']",['04']
09093,2009-08-12 20:45:00,"04,05,15,18,20,23,26|27","['04', '05', '15', '18', '20', '23', '26']",['27']
09092,2009-08-10 20:45:00,"01,04,05,12,17,19,24|23","['01', '04', '05', '12', '17', '19', '24']",['23']
09091,2009-08-07 20:45:00,"05,12,14,15,24,25,26|21","['05', '12', '14', '15', '24', '25', '26']",['21']
09090,2009-08-05 20:45:00,"01,06,12,13,24,27,28|23","['01', '06', '12', '13', '24', '27', '28']",['23']
09089,2009-08-03 20:45:00,"01,02,06,08,13,17,19|22","['01', '02', '06', '08', '13', '17', '19']",['22']
09088,2009-07-31 20:45:00,"01,03,07,12,16,20,23|08","['01', '03', '07', '12', '16', '20', '23']",['08']
09087,2009-07-29 20:45:00,"04,05,11,12,18,24,26|15","['04', '05', '11', '12', '18', '24', '26']",['15']
09086,2009-07-27 20:45:00,"04,08,10,12,24,25,30|16","['04', '08', '10', '12', '24', '25', '30']",['16']
09085,2009-07-24 20:45:00,"03,05,09,11,14,18,23|21","['03', '05', '09', '11', '14', '18', '23']",['21']
09084,2009-07-22 20:45:00,"01,08,13,14,18,26,28|04","['01', '08', '13', '14', '18', '26', '28']",['04']
09083,2009-07-20 20:45:00,"05,08,12,16,23,24,25|17","['05', '08', '12', '16', '23', '24', '25']",['17']
09082,2009-07-17 20:45:00,"01,07,08,10,21,22,26|06","['01', '07', '08', '10', '21', '22', '26']",['06']
09081,2009-07-15 20:45:00,"01,04,08,12,19,24,25|13","['01', '04', '08', '12', '19', '24', '25']",['13']
09080,2009-07-13 20:45:00,"10,11,13,14,19,23,25|26","['10', '11', '13', '14', '19', '23', '25']",['26']
09079,2009-07-10 20:45:00,"05,12,15,17,19,28,29|01","['05', '12', '15', '17', '19', '28', '29']",['01']
09078,2009-07-08 20:45:00,"10,12,13,18,23,26,29|25","['10', '12', '13', '18', '23', '26', '29']",['25']
09077,2009-07-06 20:45:00,"03,05,09,18,20,21,23|29","['03', '05', '09', '18', '20', '21', '23']",['29']
09076,2009-07-03 20:45:00,"03,08,11,18,21,25,30|19","['03', '08', '11', '18', '21', '25', '30']",['19']
09075,2009-07-01 20:45:00,"01,07,08,09,11,12,30|02","['01', '07', '08', '09', '11', '12', '30']",['02']
09074,2009-06-29 20:45:00,"09,11,13,16,18,20,29|08","['09', '11', '13', '16', '18', '20', '29']",['08']
09073,2009-06-26 20:45:00,"02,10,11,14,19,24,28|17","['02', '10', '11', '14', '19', '24', '28']",['17']
09072,2009-06-24 20:45:00,"04,06,10,15,23,25,30|14","['04', '06', '10', '15', '23', '25', '30']",['14']
09071,2009-06-22 20:45:00,"03,06,09,20,21,24,25|19","['03', '06', '09', '20', '21', '24', '25']",['19']
09070,2009-06-19 20:45:00,"13,17,21,22,24,29,30|14","['13', '17', '21', '22', '24', '29', '30']",['14']
09069,2009-06-17 20:45:00,"01,02,07,12,18,19,25|04","['01', '02', '07', '12', '18', '19', '25']",['04']
09068,2009-06-15 20:45:00,"01,09,10,13,20,24,30|06","['01', '09', '10', '13', '20', '24', '30']",['06']
09067,2009-06-12 20:45:00,"03,10,13,20,25,26,29|06","['03', '10', '13', '20', '25', '26', '29']",['06']
09066,2009-06-10 20:45:00,"01,02,03,07,19,20,27|14","['01', '02', '03', '07', '19', '20', '27']",['14']
09065,2009-06-08 20:45:00,"08,09,12,20,25,28,29|19","['08', '09', '12', '20', '25', '28', '29']",['19']
09064,2009-06-05 20:45:00,"01,08,13,14,18,20,29|06","['01', '08', '13', '14', '18', '20', '29']",['06']
09063,2009-06-03 20:45:00,"04,08,12,16,18,20,26|13","['04', '08', '12', '16', '18', '20', '26']",['13']
09062,2009-06-01 20:45:00,"02,05,09,10,17,24,25|29","['02', '05', '09', '10', '17', '24', '25']",['29']
09061,2009-05-29 20:45:00,"01,04,08,16,17,27,29|19","['01', '04', '08', '16', '17', '27', '29']",['19']
09060,2009-05-27 20:45:00,"02,08,12,18,20,23,27|07","['02', '08', '12', '18', '20', '23', '27']",['07']
09059,2009-05-25 20:45:00,"07,16,19,21,26,29,30|18","['07', '16', '19', '21', '26', '29', '30']",['18']
09058,2009-05-22 20:45:00,"06,10,11,18,20,22,24|12","['06', '10', '11', '18', '20', '22', '24']",['12']
09057,2009-05-20 20:45:00,"03,09,13,17,24,26,28|22","['03', '09', '13', '17', '24', '26', '28']",['22']
09056,2009-05-18 20:45:00,"05,06,07,13,18,24,29|01","['05', '06', '07', '13', '18', '24', '29']",['01']
09055,2009-05-15 20:45:00,"02,08,15,16,17,25,30|23","['02', '08', '15', '16', '17', '25', '30']",['23']
09054,2009-05-13 20:45:00,"07,10,14,18,19,21,30|05","['07', '10', '14', '18', '19', '21', '30']",['05']
09053,2009-05-11 20:45:00,"03,08,10,15,16,23,28|04","['03', '08', '10', '15', '16', '23', '28']",['04']
09052,2009-05-08 20:45:00,"03,06,16,17,26,29,30|19","['03', '06', '16', '17', '26', '29', '30']",['19']
09051,2009-05-06 20:45:00,"03,04,08,10,22,26,29|18","['03', '04', '08', '10', '22', '26', '29']",['18']
09050,2009-05-04 20:45:00,"04,05,07,10,19,27,28|20","['04', '05', '07', '10', '19', '27', '28']",['20']
09049,2009-05-01 20:45:00,"03,05,13,16,17,22,27|02","['03', '05', '13', '16', '17', '22', '27']",['02']
09048,2009-04-29 20:45:00,"02,04,13,21,25,29,30|16","['02', '04', '13', '21', '25', '29', '30']",['16']
09047,2009-04-27 20:45:00,"04,05,08,15,16,26,30|21","['04', '05', '08', '15', '16', '26', '30']",['21']
09046,2009-04-24 20:45:00,"11,14,18,19,20,25,28|15","['11', '14', '18', '19', '20', '25', '28']",['15']
09045,2009-04-22 20:45:00,"11,16,17,19,20,21,28|12","['11', '16', '17', '19', '20', '21', '28']",['12']
09044,2009-04-20 20:45:00,"03,08,14,16,17,20,25|12","['03', '08', '14', '16', '17', '20', '25']",['12']
09043,2009-04-17 20:45:00,"02,19,20,21,22,25,26|18","['02', '19', '20', '21', '22', '25', '26']",['18']
09042,2009-04-15 20:45:00,"08,10,16,18,19,24,29|01","['08', '10', '16', '18', '19', '24', '29']",['01']
09041,2009-04-13 20:45:00,"03,04,06,15,23,25,27|09","['03', '04', '06', '15', '23', '25', '27']",['09']
09040,2009-04-10 20:45:00,"04,06,07,13,16,18,21|05","['04', '06', '07', '13', '16', '18', '21']",['05']
09039,2009-04-08 20:45:00,"02,19,20,21,22,27,29|30","['02', '19', '20', '21', '22', '27', '29']",['30']
09038,2009-04-06 20:45:00,"08,10,12,21,22,29,30|28","['08', '10', '12', '21', '22', '29', '30']",['28']
09037,2009-04-03 20:45:00,"02,06,10,14,17,20,30|03","['02', '06', '10', '14', '17', '20', '30']",['03']
09036,2009-04-01 20:45:00,"05,12,13,23,24,25,27|06","['05', '12', '13', '23', '24', '25', '27']",['06']
09035,2009-03-30 20:45:00,"02,07,12,21,22,24,28|01","['02', '07', '12', '21', '22', '24', '28']",['01']
09034,2009-03-27 20:45:00,"06,12,15,20,24,26,29|27","['06', '12', '15', '20', '24', '26', '29']",['27']
09033,2009-03-25 20:45:00,"05,08,13,14,22,26,28|24","['05', '08', '13', '14', '22', '26', '28']",['24']
09032,2009-03-23 20:45:00,"02,03,04,16,20,27,29|06","['02', '03', '04', '16', '20', '27', '29']",['06']
09031,2009-03-20 20:45:00,"06,10,24,25,27,28,30|08","['06', '10', '24', '25', '27', '28', '30']",['08']
09030,2009-03-18 20:45:00,"06,19,20,21,25,29,30|07","['06', '19', '20', '21', '25', '29', '30']",['07']
09029,2009-03-16 20:45:00,"01,05,09,10,14,17,28|19","['01', '05', '09', '10', '14', '17', '28']",['19']
09028,2009-03-13 20:45:00,"01,02,05,08,09,11,20|18","['01', '02', '05', '08', '09', '11', '20']",['18']
09027,2009-03-11 20:45:00,"11,13,18,19,23,24,25|04","['11', '13', '18', '19', '23', '24', '25']",['04']
09026,2009-03-09 20:45:00,"01,11,12,18,21,22,26|07","['01', '11', '12', '18', '21', '22', '26']",['07']
09025,2009-03-06 20:45:00,"05,09,19,21,27,29,30|20","['05', '09', '19', '21', '27', '29', '30']",['20']
09024,2009-03-04 20:45:00,"04,06,09,15,22,25,29|02","['04', '06', '09', '15', '22', '25', '29']",['02']
09023,2009-03-02 20:45:00,"01,09,10,13,15,21,29|02","['01', '09', '10', '13', '15', '21', '29']",['02']
09022,2009-02-27 20:45:00,"02,12,14,18,24,25,29|30","['02', '12', '14', '18', '24', '25', '29']",['30']
09021,2009-02-25 20:45:00,"01,15,22,23,24,28,29|13","['01', '15', '22', '23', '24', '28', '29']",['13']
09020,2009-02-23 20:45:00,"07,17,18,19,21,24,28|14","['07', '17', '18', '19', '21', '24', '28']",['14']
09019,2009-02-20 20:45:00,"01,02,13,15,21,22,24|05","['01', '02', '13', '15', '21', '22', '24']",['05']
09018,2009-02-18 20:45:00,"02,13,15,16,17,21,27|04","['02', '13', '15', '16', '17', '21', '27']",['04']
09017,2009-02-16 20:45:00,"12,15,18,21,26,27,30|24","['12', '15', '18', '21', '26', '27', '30']",['24']
09016,2009-02-13 20:45:00,"05,11,15,17,20,23,29|01","['05', '11', '15', '17', '20', '23', '29']",['01']
09015,2009-02-11 20:45:00,"09,13,14,22,26,27,28|16","['09', '13', '14', '22', '26', '27', '28']",['16']
09014,2009-02-09 20:45:00,"06,07,10,12,21,22,28|23","['06', '07', '10', '12', '21', '22', '28']",['23']
09013,2009-02-06 20:45:00,"06,08,12,15,22,28,29|20","['06', '08', '12', '15', '22', '28', '29']",['20']
09012,2009-02-04 20:45:00,"01,02,07,10,17,24,29|06","['01', '02', '07', '10', '17', '24', '29']",['06']
09011,2009-02-02 20:45:00,"01,03,04,17,20,23,30|18","['01', '03', '04', '17', '20', '23', '30']",['18']
